essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
20807,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20808,8,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
20809,8,4,medium,low,low,medium,medium,low,medium,low,low,low
20812,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20813,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20814,8,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
20815,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20817,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20818,8,3,low,low,low,low,low,low,low,low,low,low
20819,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20821,8,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20822,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20823,8,4,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
20824,8,5,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
20825,8,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
20826,8,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20827,8,5,medium,low,medium,medium,medium,low,low,medium,low,low
20828,8,3,low,low,medium,low,low,medium,low,low,low,medium
20829,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20830,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
20831,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20832,8,4,medium,low,low,medium,low,low,medium,low,medium,low
20833,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20835,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20836,8,4,medium,medium,low,medium,medium,low,medium,low,medium,medium
20838,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20839,8,2,low,low,medium,low,low,low,low,medium,medium,low
20840,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20841,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20842,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20844,8,3,low,medium,medium,low,medium,medium,medium,medium,medium,medium
20846,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20847,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20848,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20849,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20850,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20851,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20852,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20853,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20856,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20857,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20859,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20860,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20861,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20862,8,5,medium,medium,medium,medium,low,medium,low,medium,medium,medium
20863,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20865,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20866,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20869,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20870,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20871,8,3,low,medium,low,low,low,low,low,low,medium,low
20872,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20874,8,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
20876,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20877,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20878,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20879,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20881,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20882,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20883,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20884,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20885,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20887,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20888,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20889,8,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
20892,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
20893,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20894,8,4,medium,medium,medium,low,low,medium,low,medium,medium,medium
20895,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
20896,8,3,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
20897,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20898,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20899,8,4,low,medium,medium,medium,medium,medium,low,medium,low,medium
20900,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20901,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20902,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20904,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
20905,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20906,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20907,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20908,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20909,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20910,8,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
20911,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20913,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20914,8,4,medium,medium,low,medium,medium,low,medium,medium,medium,medium
20915,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
20916,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20917,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20918,8,3,low,low,low,medium,medium,low,medium,low,medium,low
20919,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20920,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20921,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20922,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20923,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20924,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20925,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20926,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20927,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20928,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20929,8,4,low,low,low,low,low,low,low,low,medium,low
20930,8,4,medium,medium,low,medium,medium,medium,medium,low,medium,medium
20931,8,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
20932,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20933,8,3,low,medium,medium,medium,medium,medium,medium,medium,medium,low
20935,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20936,8,4,medium,medium,low,medium,medium,low,medium,medium,medium,medium
20938,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
20939,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20940,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20942,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20943,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20944,8,3,low,medium,low,low,low,low,low,low,low,low
20945,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20946,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20947,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20948,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20949,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20953,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20954,8,2,low,medium,medium,low,low,low,medium,low,medium,low
20955,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20956,8,4,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
20957,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20958,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20959,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20962,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20963,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20964,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20965,8,3,low,low,low,low,low,low,low,low,low,low
20966,8,4,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
20967,8,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
20968,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20971,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20972,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20973,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20974,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20975,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20976,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20977,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20979,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20981,8,5,low,medium,medium,medium,medium,low,low,low,medium,medium
20982,8,3,low,medium,low,medium,low,low,low,low,low,low
20983,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20984,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20985,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20987,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20988,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20992,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20993,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20994,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20996,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20998,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
20999,8,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
21000,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21001,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21002,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21003,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21004,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21005,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21006,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21007,8,4,medium,medium,medium,medium,low,low,medium,medium,medium,low
21008,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21009,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21010,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21012,8,3,medium,medium,medium,medium,low,medium,medium,medium,medium,low
21013,8,3,low,low,medium,low,medium,low,low,medium,medium,low
21014,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21015,8,4,medium,low,low,medium,medium,low,medium,medium,medium,low
21016,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21017,8,3,low,medium,medium,low,low,low,low,low,low,low
21020,8,4,low,medium,medium,low,low,low,low,low,low,low
21021,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21022,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21023,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21024,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21025,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21026,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21028,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21029,8,3,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
21030,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21031,8,3,low,medium,low,low,low,low,low,low,low,low
21032,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21033,8,3,low,medium,medium,low,low,low,low,low,medium,low
21034,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21035,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21036,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21037,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21038,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21039,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21042,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21043,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21044,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21045,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21049,8,4,medium,medium,low,medium,low,low,medium,low,low,low
21051,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21052,8,3,low,low,medium,low,medium,low,low,low,medium,medium
21053,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21054,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21055,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21056,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21057,8,4,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
21058,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21059,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21060,8,5,medium,medium,medium,medium,low,low,medium,medium,medium,medium
21061,8,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21063,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
21064,8,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21065,8,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
